Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x72,x73,,x74,x75,x79,x81,x71
1167,0.0108763,0,0,0,0,0.00750481,0,0,0,0,0,0,0.0198966,0.0258147,0.00745747,0.0145585,0,0,0.0093272,0,0.0329771,0.00772859,0.0460081,0.0194668,0.00456447,0.0154531,0.0165599,0.0193984,0.0109046,0.0151361,0,0.0142168,0.0148436,0.0104001,0.0169384,0.0352263,0.00699653,0.0170725,0.00969811,0.0214438,0,0.0100912,0.0167626,0.0143149,0,0,0.111641,0,0.00971581,0.0672658,0.0359978,0.0184526,0.0183215,0.00630843,0.0124565,0.0570071,0.0079455,0.0129533,0.0062433,0.00887526,0.00624538,0.0310925,0.00513774,0.00720803,0.0242935,0.0475651,0.0243633,0.0455092,0.0055521,0.00915695,0,0,0,0,0,0,0,0
1168,0.010603,0,0,0,0,0.00748587,0,0,0,0,0,0,0.0210279,0.0258152,0.00650443,0.0149564,0,0,0.00925741,0,0.0329025,0.00762562,0.045624,0.0188659,0.00448779,0.0151869,0.0165512,0.0199052,0.00995317,0.0141084,0,0.0140454,0.0144209,0.0102049,0.0173109,0.0362864,0.00683086,0.017008,0.0095058,0.0218428,0,0.0100835,0.0167519,0.0136802,0,0,0.112058,0,0.00932226,0.0672042,0.0364019,0.0182552,0.0182567,0.00606357,0.0123674,0.0567524,0.00795063,0.0130873,0.00644935,0.00886099,0.0062559,0.0313667,0.00492327,0.00725896,0.0244424,0.0479615,0.0240221,0.0453314,0.00541989,0.009019,0,0,0,0,0,0,0,0
1169,0.0103512,0,0,0,0,0.00754869,0,0,0,0,0,0,0.0218696,0.0257851,0.00592347,0.0152365,0,0,0.00920345,0,0.0328619,0.00765399,0.0451591,0.018245,0.00446498,0.0151739,0.0167437,0.020428,0.00943249,0.0136287,0,0.0139956,0.0143025,0.0100997,0.017528,0.0371981,0.00660629,0.016962,0.00911394,0.0218771,0,0.0102586,0.0166848,0.0130286,0,0,0.112349,0,0.0089139,0.067082,0.0368256,0.0180358,0.0181735,0.00590387,0.0123707,0.0563856,0.00783015,0.0134334,0.00657177,0.00879843,0.0064438,0.0317157,0.00491446,0.00753818,0.0240895,0.0483196,0.023665,0.0451993,0.0052415,0.00898,0,0,0,0,0,0,0,0
1170,0.0101869,0,0,0,0,0.00771671,0,0,0,0,0,0,0.022776,0.0258099,0.00546953,0.0153722,0,0,0.00912199,0,0.032912,0.00775683,0.0447365,0.017371,0.00454117,0.0151086,0.0171364,0.0208883,0.00931717,0.0134897,0,0.0139739,0.0144826,0.0101638,0.0176438,0.0380336,0.00629235,0.0169345,0.0093904,0.0217747,0,0.010588,0.0165858,0.0123846,0,0,0.112484,0,0.00861787,0.0669588,0.0371097,0.017794,0.018118,0.00585863,0.0124545,0.05598,0.007671,0.0137995,0.00671099,0.0087343,0.00677578,0.0321327,0.00524872,0.00802196,0.0233886,0.0485892,0.0233916,0.0450433,0.00509917,0.00885981,0,0,0,0,0,0,0,0
1171,0.00985267,0,0,0,0,0.00786373,0,0,0,0,0,0,0.0233458,0.0258977,0.00492991,0.0154565,0,0,0.00903939,0,0.0329889,0.00789115,0.044323,0.0166265,0.00471743,0.0149034,0.0176358,0.0212291,0.0095517,0.0135614,0,0.0141432,0.0149923,0.0103527,0.017724,0.0387641,0.00599486,0.0169234,0.00980234,0.0216023,0,0.0110215,0.0163843,0.0117153,0,0,0.112512,0,0.00851012,0.0667934,0.0372503,0.0175598,0.0182048,0.00596037,0.0126383,0.0555743,0.0076169,0.0140768,0.00683454,0.00871638,0.00730366,0.0326034,0.00574886,0.00863763,0.0227539,0.0487172,0.0232615,0.0448226,0.00497557,0.00906811,0,0,0,0,0,0,0,0
1172,0.00964907,0,0,0,0,0.00795819,0,0,0,0,0,0,0.0235897,0.0258336,0.00433904,0.0153785,0,0,0.00898266,0,0.0329623,0.00811444,0.0438517,0.0162515,0.00490107,0.0146917,0.0180472,0.021516,0.0100403,0.0136799,0,0.014591,0.0156337,0.0106417,0.0177965,0.0393405,0.00587796,0.0168786,0.00970681,0.0215789,0,0.0117485,0.016186,0.0110981,0,0,0.112498,0,0.00848193,0.0665798,0.0372368,0.0175859,0.0183966,0.006405,0.0127702,0.0552593,0.00753058,0.0142962,0.00693408,0.00875645,0.00811068,0.0331739,0.00638245,0.00954345,0.0224171,0.0488177,0.0231296,0.0445816,0.00492414,0.00912903,0,0,0,0,0,0,0,0
1173,0.00953315,0,0,0,0,0.00805389,0,0,0,0,0,0,0.0236772,0.0257875,0.00396225,0.0151044,0,0,0.00891657,0,0.0329051,0.00822325,0.0433033,0.0163009,0.00506346,0.0146529,0.0182601,0.0218024,0.0104627,0.0139306,0,0.0150337,0.0162836,0.010923,0.0178483,0.0397476,0.00573582,0.0168421,0.00948845,0.0219168,0,0.0127414,0.0163659,0.0106137,0,0,0.112534,0,0.00838761,0.0663587,0.037132,0.0178373,0.0186669,0.00696063,0.0128194,0.0550333,0.00748254,0.0144537,0.00706651,0.00889626,0.00909708,0.0338752,0.00713832,0.0105999,0.0224825,0.0490153,0.0229511,0.0443958,0.00499154,0.00860897,0,0,0,0,0,0,0,0
1174,0.00933229,0,0,0,0,0.00797843,0,0,0,0,0,0,0.0236892,0.0257854,0.00391163,0.0147636,0,0,0.00885449,0,0.0329132,0.00824375,0.0427462,0.0166372,0.00521634,0.0148578,0.018389,0.021859,0.0105302,0.0145207,0,0.0153424,0.0167509,0.0110598,0.0178332,0.0401404,0.00562204,0.0168556,0.00955444,0.022651,0,0.0137976,0.0171006,0.0102116,0,0,0.112569,0,0.00824399,0.0662006,0.0371688,0.017793,0.0188907,0.00744693,0.0129004,0.0548868,0.00768808,0.0146715,0.0073131,0.00915508,0.0101153,0.0346012,0.00797075,0.011648,0.0229029,0.0491389,0.0228311,0.0441859,0.00504724,0.00833465,0,0,0,0,0,0,0,0
1175,0.00917359,0,0,0,0,0.00780595,0,0,0,0,0,0,0.023786,0.0258151,0.00424096,0.0145918,0,0,0.00886316,0,0.0329257,0.00836046,0.0422599,0.0171009,0.00575911,0.015284,0.0188112,0.0219574,0.0107089,0.0156931,0,0.0155012,0.0168674,0.0110788,0.0176381,0.0404788,0.00555608,0.0168572,0.0095117,0.0237108,0,0.0145685,0.0175893,0.0100397,0,0,0.112339,0,0.00822619,0.0659595,0.0372102,0.0173885,0.0191742,0.00786905,0.0133369,0.0547859,0.00806139,0.0150957,0.00763357,0.00952911,0.0109169,0.0352539,0.00858824,0.0124604,0.023823,0.0488969,0.0227368,0.0440152,0.00504718,0.00864192,0,0,0,0,0,0,0,0
1176,0.00916509,0,0,0,0,0.00768284,0,0,0,0,0,0,0.0236736,0.0256994,0.00464667,0.0145604,0,0,0.00900734,0,0.0328671,0.00857779,0.041838,0.0173614,0.00633738,0.0157928,0.0191155,0.0219401,0.011393,0.0172102,0,0.0155424,0.0167432,0.0111057,0.0173091,0.0405305,0.00562708,0.0167969,0.00990442,0.0248728,0,0.0150591,0.0176204,0.00988184,0,0,0.112143,0,0.00822248,0.0657007,0.0370848,0.0169622,0.0193086,0.00812816,0.0137406,0.0546575,0.00833678,0.015694,0.00787516,0.00979129,0.0114266,0.0356738,0.00894744,0.0129481,0.0251374,0.0486992,0.0226565,0.0438722,0.00513853,0.00893692,0,0,0,0,0,0,0,0
1177,0.00933456,0,0,0,0,0.00767187,0,0,0,0,0,0,0.0232151,0.0256668,0.0048485,0.0146989,0,0,0.00924384,0,0.0328283,0.00886993,0.0415199,0.0172955,0.00706205,0.0161422,0.0194015,0.0220965,0.0124179,0.0186057,0,0.0154917,0.016529,0.0111666,0.0168765,0.0400814,0.00578301,0.0166791,0.0103418,0.0258308,0,0.0151677,0.0180071,0.00988486,0,0,0.111794,0,0.00835851,0.0653426,0.0370416,0.0168692,0.0194567,0.008291,0.0142086,0.0545708,0.00850804,0.016357,0.00797562,0.00996434,0.0114491,0.0356101,0.00887321,0.0129934,0.0266763,0.0483761,0.0226286,0.0438024,0.00532676,0.0091,0,0,0,0,0,0,0,0
1178,0.009413,0,0,0,0,0.00729963,0,0,0,0,0,0,0.0227774,0.0257532,0.00451766,0.0145965,0,0,0.00946044,0,0.0328244,0.00911065,0.0409774,0.0167812,0.00662276,0.016021,0.0195581,0.0220471,0.0130458,0.0194809,0,0.0152696,0.0161278,0.011035,0.0168672,0.0392291,0.00608267,0.016664,0.0105383,0.0261868,0,0.0150032,0.0179469,0.00981583,0,0,0.111325,0,0.00852939,0.0649886,0.0369219,0.0169787,0.0195091,0.00824858,0.0144253,0.0546263,0.00844307,0.0164222,0.00777163,0.00982076,0.0110764,0.0352853,0.00854491,0.0126766,0.027585,0.0481145,0.0225541,0.0437505,0.00487176,0.00905733,0,0,0,0,0,0,0,0
1179,0.00936037,0,0,0,0,0.00692204,0,0,0,0,0,0,0.0219004,0.0257053,0.00411771,0.0144728,0,0,0.00974069,0,0.0328062,0.00941525,0.040813,0.0160107,0.00612121,0.0156427,0.0193595,0.0221697,0.0129753,0.0193243,0,0.0150818,0.0157255,0.0107862,0.017078,0.0378438,0.00632355,0.0165982,0.0102679,0.0258582,0,0.0144763,0.0178126,0.00977021,0,0,0.110807,0,0.00867526,0.0647002,0.0366206,0.0167176,0.0194538,0.0077861,0.0144529,0.0547102,0.00827496,0.0160426,0.00740586,0.00959817,0.010292,0.0348199,0.00799615,0.0120921,0.0275826,0.0477778,0.0224631,0.0436001,0.00431355,0.00896118,0,0,0,0,0,0,0,0
1180,0.00931578,0,0,0,0,0.00660892,0,0,0,0,0,0,0.0209341,0.0256895,0.00370681,0.0145392,0,0,0.0100631,0,0.0328215,0.00967967,0.0410287,0.0151176,0.00570234,0.0151703,0.0191138,0.0223895,0.0122905,0.0184364,0,0.0147654,0.0154518,0.0105062,0.0173763,0.0362841,0.00650777,0.0165551,0.0104264,0.0251511,0,0.0138405,0.0175933,0.00988983,0,0,0.110208,0,0.00888968,0.0644078,0.0362866,0.0164287,0.0192088,0.00712909,0.0144494,0.0547434,0.00802488,0.0156468,0.00688771,0.0094874,0.00936617,0.0343159,0.00733358,0.011523,0.0269733,0.0472847,0.0224433,0.0435801,0.00385788,0.00889616,0,0,0,0,0,0,0,0
1181,0.00929856,0,0,0,0,0.00637293,0,0,0,0,0,0,0.020036,0.0255607,0.00333017,0.0148311,0,0,0.0104668,0,0.0327904,0.00996407,0.0414681,0.0142105,0.00540174,0.0148132,0.0187341,0.022616,0.0116268,0.0173406,0,0.0142678,0.0151092,0.0102415,0.0177178,0.0348475,0.00667242,0.0164631,0.0107753,0.0243807,0,0.0132603,0.0173305,0.0101585,0,0,0.109615,0,0.00904528,0.0641278,0.0360574,0.0160453,0.0188303,0.00651035,0.0142542,0.0547058,0.00779741,0.0154271,0.0062414,0.00957458,0.00856881,0.0337293,0.00685904,0.0111236,0.0262437,0.0467335,0.022425,0.0437047,0.00350757,0.00854414,0,0,0,0,0,0,0,0
1182,0.00916473,0,0,0,0,0.00613868,0,0,0,0,0,0,0.0192948,0.025505,0.00312603,0.0151322,0,0,0.0109282,0,0.0328114,0.010315,0.0418516,0.0133026,0.00528674,0.0145904,0.0181527,0.0228878,0.0112744,0.0163529,0,0.0138878,0.0148123,0.0100578,0.0180206,0.0336921,0.00697385,0.0163101,0.0111831,0.0234733,0,0.0125763,0.0171376,0.0103519,0,0,0.109215,0,0.00903524,0.0638804,0.0358728,0.0154283,0.0183818,0.00569395,0.0141226,0.0546743,0.00761718,0.0152068,0.00575643,0.0098297,0.00754404,0.0329107,0.00627472,0.0105925,0.0254141,0.0463728,0.0223902,0.0438277,0.00329258,0.00829396,0,0,0,0,0,0,0,0
1183,0.00905195,0,0,0,0,0.00601793,0,0,0,0,0,0,0.0188273,0.0254946,0.00296067,0.0154017,0,0,0.0111964,0,0.0328092,0.0106542,0.0418364,0.0126294,0.00528846,0.01436,0.0175076,0.0231604,0.0110969,0.0156675,0,0.0136096,0.0145304,0.00987398,0.0182789,0.03297,0.00728798,0.0161658,0.011164,0.0222539,0,0.0118313,0.0170124,0.0105022,0,0,0.108873,0,0.00898135,0.0636342,0.0356663,0.0145868,0.0179515,0.00479125,0.0137432,0.054654,0.00733636,0.0148064,0.0053613,0.010059,0.00615118,0.0317805,0.00600849,0.0096812,0.0243438,0.0460935,0.0223381,0.0438586,0.00327672,0.00823959,0,0,0,0,0,0,0,0
1184,0.00909946,0,0,0,0,0.00589109,0,0,0,0,0,0,0.0187059,0.0254956,0.0028443,0.0156427,0,0,0.0114964,0,0.0328236,0.0109583,0.0415165,0.0124267,0.00535098,0.0140705,0.0169098,0.0233844,0.0109661,0.0153377,0,0.0133463,0.0142626,0.00963804,0.0185354,0.0326498,0.00762229,0.0160751,0.0111722,0.0208747,0,0.0111861,0.0169791,0.0106158,0,0,0.108524,0,0.00892078,0.0634345,0.0355202,0.0141728,0.0175761,0.00412826,0.0131162,0.0546184,0.00724822,0.0142601,0.00505238,0.010176,0.00463278,0.0303031,0.00568088,0.00856127,0.0230322,0.0458747,0.0223526,0.0438189,0.00327806,0.00832935,0,0,0,0,0,0,0,0
1185,0.00902819,0,0,0,0,0.0057659,0,0,0,0,0,0,0.0188814,0.0255432,0.00280618,0.0157972,0,0,0.0119006,0,0.0328665,0.0112031,0.0410647,0.0121526,0.00541509,0.0139185,0.0164595,0.0236186,0.0109616,0.0152918,0,0.0131889,0.0141813,0.00946454,0.0188112,0.0326567,0.00797083,0.0160529,0.0113576,0.0192892,0,0.0108726,0.0169436,0.0106754,0,0,0.108155,0,0.00889831,0.0632197,0.0355305,0.0143043,0.0172506,0.00388309,0.0123651,0.0545271,0.00712724,0.013668,0.00486922,0.0101833,0.00350358,0.0286102,0.00575198,0.00759126,0.0215192,0.0456735,0.0223737,0.0438195,0.00321183,0.00851888,0,0,0,0,0,0,0,0
1186,0.0090691,0,0,0,0,0.00570913,0,0,0,0,0,0,0.0191307,0.0255435,0.00290375,0.0159704,0,0,0.0123169,0,0.032904,0.0114127,0.0407412,0.0118835,0.00552797,0.013796,0.0162979,0.0238822,0.0109691,0.0152648,0,0.0130169,0.014123,0.00937076,0.0191182,0.032559,0.00831543,0.0160164,0.0116233,0.0177615,0,0.011185,0.0169896,0.0107548,0,0,0.107716,0,0.00893203,0.0629916,0.0356506,0.0150889,0.0169883,0.0043823,0.0119612,0.0544536,0.00671591,0.0131695,0.00511653,0.00996466,0.00343746,0.0268634,0.00646883,0.00720169,0.0200025,0.0453903,0.0223919,0.0438805,0.00310086,0.00844797,0,0,0,0,0,0,0,0
1187,0.00915086,0,0,0,0,0.00572722,0,0,0,0,0,0,0.0193476,0.0255021,0.00303451,0.0161589,0,0,0.0126486,0,0.0329242,0.0117093,0.0406473,0.011427,0.00565075,0.0136702,0.0163641,0.0241306,0.0108985,0.0151987,0,0.0128586,0.0140727,0.0093754,0.0193442,0.0322911,0.00864395,0.015972,0.0118357,0.0159001,0,0.0121584,0.0169326,0.0107511,0,0,0.107296,0,0.0089494,0.0627778,0.0356766,0.0167287,0.016714,0.00507441,0.0118356,0.0544011,0.00643981,0.0129543,0.00584864,0.00962677,0.00463642,0.0250418,0.00781407,0.00770916,0.0177814,0.0451201,0.022434,0.0438367,0.00307731,0.00850002,0,0,0,0,0,0,0,0
1188,0.00921208,0,0,0,0,0.00580178,0,0,0,0,0,0,0.0193798,0.0254734,0.00321569,0.0162598,0,0,0.0129318,0,0.0329554,0.0118372,0.0407688,0.0109909,0.00578223,0.0135218,0.0166286,0.0243387,0.010829,0.0150804,0,0.0127935,0.0140037,0.009515,0.0195258,0.0320533,0.00884656,0.01593,0.0120266,0.0138796,0,0.0133592,0.0168656,0.0106751,0,0,0.106905,0,0.00893014,0.0625949,0.0356218,0.0188137,0.0165056,0.00581342,0.0119595,0.0543495,0.00630927,0.0129214,0.00705013,0.00935028,0.00624432,0.0233499,0.00928573,0.00875876,0.0150527,0.0448738,0.0224946,0.0437838,0.00318334,0.00862065,0,0,0,0,0,0,0,0
1189,0.00926824,0,0,0,0,0.00589754,0,0,0,0,0,0,0.019126,0.0254373,0.00337699,0.0164388,0,0,0.0129728,0,0.032874,0.0119061,0.0409844,0.0107578,0.00590135,0.0132879,0.0170239,0.0244739,0.0106566,0.0148189,0,0.0126822,0.0137583,0.00943254,0.0197048,0.0323352,0.00895194,0.0158754,0.0122263,0.0118654,0,0.0147309,0.0168478,0.0105444,0,0,0.106659,0,0.0088873,0.062509,0.0355262,0.0209831,0.0162784,0.00649376,0.0122406,0.0542936,0.00622297,0.013133,0.0084574,0.00923392,0.00792299,0.0218063,0.0108236,0.0101554,0.0124239,0.0447424,0.0225149,0.0438019,0.00334424,0.008433,0,0,0,0,0,0,0,0
1190,0.00943512,0,0,0,0,0.00594134,0,0,0,0,0,0,0.0192421,0.0254712,0.00361096,0.0165813,0,0,0.012914,0,0.0327906,0.0119995,0.041146,0.0103302,0.0060495,0.0130923,0.0175191,0.0247086,0.0103991,0.0145404,0,0.0125786,0.0135288,0.00927568,0.0199377,0.0327522,0.00897965,0.0158476,0.0124024,0.0105677,0,0.0165773,0.0168533,0.010395,0,0,0.106508,0,0.00881846,0.0624946,0.0353163,0.0234317,0.0160486,0.00714173,0.0126743,0.054206,0.00624674,0.0135806,0.00983676,0.0092929,0.00958652,0.020222,0.0125369,0.011797,0.010354,0.0446582,0.0224722,0.0438466,0.00346766,0.00825544,0,0,0,0,0,0,0,0
1191,0.00961825,0,0,0,0,0.00593686,0,0,0,0,0,0,0.019738,0.0255902,0.00388601,0.0166451,0,0,0.0127366,0,0.0328602,0.0120311,0.0411367,0.00989652,0.00620529,0.0129136,0.0180116,0.0247763,0.0101612,0.0143901,0,0.012437,0.0134004,0.00916469,0.0201322,0.0331105,0.00891492,0.0158174,0.0121809,0.0101877,0,0.0187641,0.0168749,0.0102031,0,0,0.106421,0,0.00868727,0.0624504,0.0350483,0.0265313,0.0157994,0.00784375,0.0131877,0.0540825,0.006445,0.0142527,0.0112198,0.00962971,0.011202,0.018761,0.0142085,0.0135445,0.00832005,0.044574,0.0224187,0.0438821,0.00351914,0.00833392,0,0,0,0,0,0,0,0
1192,0.00972182,0,0,0,0,0.00600734,0,0,0,0,0,0,0.0205636,0.0255936,0.00418805,0.0166768,0,0,0.0125676,0,0.0328804,0.0120454,0.0409424,0.00985193,0.00639452,0.0126904,0.0184992,0.0247479,0.0100135,0.0144237,0,0.0123091,0.0133422,0.0091397,0.0202396,0.0336468,0.00888104,0.0157903,0.0118968,0.0105371,0,0.0214744,0.0169073,0.0100018,0,0,0.106386,0,0.00854028,0.0623669,0.0347509,0.0304235,0.0155579,0.0084144,0.0136756,0.0539959,0.00685048,0.0150687,0.0125228,0.0100725,0.0127549,0.0174013,0.015806,0.0154107,0.00582048,0.0446466,0.0223995,0.0438238,0.00351121,0.00825697,0,0,0,0,0,0,0,0
1193,0.00987158,0,0,0,0,0.00605509,0,0,0,0,0,0,0.0213545,0.025506,0.00443266,0.0166719,0,0,0.0124069,0,0.0328022,0.0119331,0.0406498,0.0096697,0.00661504,0.012472,0.0188868,0.0247003,0.00984497,0.0145844,0,0.0121216,0.0133383,0.00912239,0.0203932,0.0342257,0.00885371,0.0157434,0.0117218,0.0114647,0,0.0243461,0.0170229,0.00984785,0,0,0.106403,0,0.00837604,0.0622737,0.034422,0.0344011,0.0152816,0.008966,0.0141057,0.0539138,0.00734335,0.0159387,0.0137184,0.0104919,0.0142342,0.0159904,0.0173096,0.017283,0.00340261,0.0449225,0.0223693,0.0437532,0.00346483,0.008117,0,0,0,0,0,0,0,0
1194,0.0100955,0,0,0,0,0.00609992,0,0,0,0,0,0,0.0219037,0.0254538,0.00466497,0.0166966,0,0,0.0122296,0,0.0326831,0.0116931,0.0403702,0.00934279,0.00680901,0.0122989,0.0191638,0.0247273,0.00968148,0.0148464,0,0.0118339,0.0132535,0.00903204,0.0206023,0.034676,0.00872922,0.0157285,0.011577,0.0132911,0,0.0270825,0.0171906,0.00975271,0,0,0.106427,0,0.00821563,0.0622083,0.0341974,0.0382998,0.0150342,0.00948823,0.0144192,0.0538195,0.0079843,0.0166902,0.0149475,0.0110062,0.0155379,0.014712,0.0189901,0.0189805,0.00307236,0.0451756,0.0223799,0.0437704,0.00346604,0.00783105,0,0,0,0,0,0,0,0
1195,0.0102272,0,0,0,0,0.00612964,0,0,0,0,0,0,0.0223012,0.0254576,0.00491634,0.0167142,0,0,0.01198,0,0.0326206,0.0113468,0.0401869,0.00916729,0.00692498,0.0120899,0.0193026,0.0247188,0.00947094,0.0149862,0,0.011574,0.013078,0.00890333,0.020727,0.0350891,0.00860608,0.0157465,0.011404,0.0159676,0,0.0296251,0.0173589,0.00964217,0,0,0.106487,0,0.00803249,0.0621552,0.0341394,0.0415505,0.0149732,0.00999305,0.014604,0.0537447,0.00866539,0.0174364,0.0163428,0.0117746,0.0163516,0.0137214,0.0202107,0.0201898,0.00499917,0.0454218,0.0223535,0.0437171,0.00350091,0.00770797,0,0,0,0,0,0,0,0
1196,0.010315,0,0,0,0,0.00620574,0,0,0,0,0,0,0.0225427,0.0254899,0.0051773,0.0167229,0,0,0.0116371,0,0.0326989,0.0110275,0.0400728,0.00888384,0.0070345,0.0119205,0.0192856,0.0245586,0.00914333,0.0150661,0,0.0113692,0.0129391,0.00875166,0.0208408,0.0352196,0.00842958,0.0157508,0.0111924,0.0185624,0,0.0317272,0.0175623,0.00965265,0,0,0.106566,0,0.00794091,0.0621602,0.034207,0.0439547,0.014936,0.0106145,0.0147878,0.0537462,0.00933614,0.0179885,0.0176148,0.0125072,0.0170842,0.0128783,0.0212916,0.0211616,0.00741029,0.0456111,0.0223462,0.0436193,0.00348628,0.00770025,0,0,0,0,0,0,0,0
1197,0.0102493,0,0,0,0,0.00632581,0,0,0,0,0,0,0.0225537,0.0255117,0.00541918,0.0168366,0,0,0.0112887,0,0.0327039,0.0107562,0.0400205,0.00857623,0.00717777,0.0117328,0.0191657,0.0242487,0.00881879,0.0150817,0,0.0111431,0.0127844,0.00857909,0.0209701,0.0350341,0.00811522,0.0157546,0.0111102,0.0209932,0,0.0333608,0.017732,0.00972486,0,0,0.106631,0,0.00790861,0.0621946,0.0343821,0.0457611,0.0149201,0.0112738,0.0149347,0.0537472,0.00998146,0.0184781,0.0188038,0.0135457,0.0176908,0.0122288,0.0221615,0.0217624,0.00988011,0.0457254,0.0223686,0.0436052,0.00347021,0.00773779,0,0,0,0,0,0,0,0
1198,0.0100851,0,0,0,0,0.00639359,0,0,0,0,0,0,0.0224902,0.025541,0.00570738,0.0169311,0,0,0.0109628,0,0.0326153,0.0104078,0.040114,0.00837957,0.0073299,0.0114737,0.0190533,0.0239164,0.00848876,0.0149586,0,0.0108883,0.012572,0.00851131,0.0211524,0.0345936,0.0077973,0.0157675,0.011099,0.0237158,0,0.0346882,0.0179308,0.00991945,0,0,0.106657,0,0.00784922,0.0621895,0.0345828,0.0469883,0.0148941,0.0118115,0.0150552,0.0537631,0.010497,0.0189353,0.0198238,0.0147273,0.0181632,0.0116016,0.022875,0.0220572,0.0129236,0.0458552,0.0223797,0.0436714,0.0034907,0.00782675,0,0,0,0,0,0,0,0
1199,0.0101592,0,0,0,0,0.00634512,0,0,0,0,0,0,0.0224311,0.0255661,0.00598101,0.0169502,0,0,0.0106524,0,0.0325514,0.0100484,0.040313,0.00814817,0.0074776,0.0111665,0.0189244,0.0235595,0.00813379,0.0146166,0,0.0105458,0.012311,0.0084582,0.021387,0.0339372,0.00749053,0.0157497,0.0106826,0.0268261,0,0.0356501,0.0180705,0.0102127,0,0,0.106656,0,0.00773197,0.0621995,0.0346902,0.0474712,0.0148396,0.0121312,0.0152141,0.0537865,0.010771,0.019355,0.0206515,0.0155874,0.0185214,0.0109759,0.023537,0.0220796,0.0164793,0.0459595,0.0223946,0.0437192,0.00355679,0.00787465,0,0,0,0,0,0,0,0
1200,0.0103192,0,0,0,0,0.00637889,0,0,0,0,0,0,0.0221869,0.0255502,0.00623639,0.0169731,0,0,0.0103864,0,0.0325455,0.00969068,0.0404827,0.00790339,0.00759658,0.0108177,0.0187065,0.0231384,0.00782099,0.0142518,0,0.01027,0.0120466,0.00840815,0.0216066,0.0332948,0.00722142,0.0157481,0.0101652,0.0298761,0,0.0364511,0.0179341,0.0105302,0,0,0.106733,0,0.00764179,0.0622891,0.0347794,0.0479769,0.0147447,0.0125405,0.0153835,0.0538323,0.0109739,0.0196946,0.0215295,0.0160639,0.0187571,0.0104817,0.0240433,0.0219472,0.0200941,0.0459862,0.0223821,0.0437889,0.00366788,0.00781975,0,0,0,0,0,0,0,0
1201,0.0104578,0,0,0,0,0.00646365,0,0,0,0,0,0,0.0217898,0.0255387,0.00653025,0.0169659,0,0,0.0101907,0,0.0324677,0.009365,0.0405817,0.00777441,0.00773434,0.0104166,0.0184804,0.0226491,0.00748417,0.0139885,0,0.00998987,0.011819,0.00833292,0.0218047,0.0326783,0.00705204,0.0157623,0.00975675,0.0326735,0,0.0371573,0.0175317,0.0109052,0,0,0.106867,0,0.00761233,0.0624112,0.0348845,0.0483834,0.0146259,0.012761,0.0155172,0.0538858,0.0109925,0.019949,0.0222659,0.0163217,0.0188804,0.0101383,0.0243596,0.0216858,0.0236048,0.0458947,0.0223543,0.0438914,0.00375584,0.00786878,0,0,0,0,0,0,0,0
1202,0.0105249,0,0,0,0,0.00654647,0,0,0,0,0,0,0.0213164,0.0255126,0.00680541,0.016905,0,0,0.0100714,0,0.0323654,0.00905137,0.040585,0.00779246,0.00788647,0.0100408,0.0182695,0.0220823,0.00725812,0.0136228,0,0.00976109,0.0116113,0.00820724,0.0219431,0.0320989,0.00701805,0.0157696,0.00977299,0.0352121,0,0.0378569,0.0173408,0.0112782,0,0,0.107033,0,0.00757008,0.0625117,0.0349402,0.0486683,0.0145173,0.0131072,0.0156404,0.053862,0.0108399,0.0201185,0.0228839,0.0165908,0.0188968,0.00990403,0.0246015,0.0213564,0.0270014,0.045721,0.0223448,0.0439689,0.00382071,0.00800738,0,0,0,0,0,0,0,0
1203,0.0106015,0,0,0,0,0.00664248,0,0,0,0,0,0,0.0210221,0.0255148,0.00718837,0.0168344,0,0,0.0100067,0,0.032374,0.0089385,0.0405346,0.0079426,0.00804651,0.00984458,0.0180603,0.0214926,0.00715438,0.0131918,0,0.00969371,0.0114915,0.00821969,0.0221609,0.0316152,0.00698518,0.0157509,0.00966001,0.0377004,0,0.0385403,0.017338,0.0116639,0,0,0.107153,0,0.00753921,0.062625,0.0348729,0.0489348,0.0144162,0.0135221,0.0157711,0.0538015,0.0106759,0.0202129,0.0234598,0.0165837,0.0188604,0.00970053,0.0247632,0.0210392,0.0302008,0.0454477,0.0223653,0.044022,0.00395471,0.00809192,0,0,0,0,0,0,0,0
